asset_id,asof,tenor,moneyness,iv,contract_symbol,ask,bid,expiry,delta,strike,log_moneyness,H_kappa,H_theta,H_volvol,H_rho,H_diff_term,S_alpha,S_rho,S_nu,S_theoretical_iv,SABR_Edge
10101,2026-01-02,0.04075,1.01859392842235,0.18824054,AAPL260116C00275000,2,2,2026-01-16,0.336180566104773,274.9898973546425,0.018423174742129657,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.19681924829963338,3.374562148180055,-0.2045586945507718,2.6651935638172097,0.20578523217676653,-0.01754469217676652
10101,2026-01-02,0.04075,1.03711381803003,0.1828695,AAPL260116C00280000,1,1,2026-01-16,0.177608829978312,279.98971367018174,0.03644168024480898,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.2021902882996334,3.374562148180055,-0.2045586945507718,2.6651935638172097,0.20570508265921827,-0.022835582659218284
10101,2026-01-02,0.04075,1.05563370763771,0.185799158,AAPL260116C00285000,0,0,2026-01-16,0.0836029419708386,284.98952998572094,0.054141257344210665,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1992606302996334,3.374562148180055,-0.2045586945507718,2.6651935638172097,0.20911465886809888,-0.023315500868098887
10101,2026-01-02,0.04075,1.07415359724539,0.198738481,AAPL260116C00290000,0,0,2026-01-16,0.0425101310805529,289.98934630126007,0.0715330000560806,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1863213072996334,3.374562148180055,-0.2045586945507718,2.6651935638172097,0.21511045429615575,-0.01637197329615575
10101,2026-01-02,0.04075,1.09267348685307,0.213386772,AAPL260116C00295000,0,0,2026-01-16,0.0228573150970462,294.9891626167993,0.08862743341538162,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.17167301629963339,3.374562148180055,-0.2045586945507718,2.6651935638172097,0.21606952783515132,-0.002682755835151318
10101,2026-01-02,0.04075,1.12971326606843,0.251960605,AAPL260116C00305000,0,0,2026-01-16,0.00963313792089393,304.9887952478777,0.12196385368297477,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.13309918329963338,3.374562148180055,-0.2045586945507718,2.6651935638172097,0.21426150748148717,0.03769909751851283
10101,2026-01-02,0.04075,1.16675304528379,0.285163398,AAPL260116C00315000,0,0,2026-01-16,0.00437163379925209,314.9884278789561,0.15422471590119768,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.09989639029963338,3.374562148180055,-0.2045586945507718,2.6651935638172097,0.2125215360555579,0.07264186194444211
10101,2026-01-02,0.05993,0.888954701168599,0.399908345,AAPL260123C00240000,31,30,2026-01-23,0.898980056449428,239.99118314587054,-0.11770899958244736,1.9266520251544468,0.14827104056535848,0.01,-0.99,0.01484855670036661,3.59331563322928,-0.4217918071892769,2.248630980958144,0.29274620078940283,0.10716214421059717
10101,2026-01-02,0.05993,0.907474590776278,0.336554486,AAPL260123C00245000,26,25,2026-01-23,0.894109834930092,244.99099946140947,-0.09708971237971181,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.0485053022996334,3.59331563322928,-0.4217918071892769,2.248630980958144,0.2895214993367872,0.04703298666321276
10101,2026-01-02,0.05993,0.925994480383957,0.281623395,AAPL260123C00250000,21,21,2026-01-23,0.881883109144883,249.9908157769484,-0.07688700506219248,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.10343639329963339,3.59331563322928,-0.4217918071892769,2.248630980958144,0.2742663978587799,0.007356997141220123
10101,2026-01-02,0.05993,0.944514369991636,0.257209576,AAPL260123C00255000,17,16,2026-01-23,0.835499397255387,254.99063209248732,-0.057084377766013,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1278502122996334,3.59331563322928,-0.4217918071892769,2.248630980958144,0.25964532872931073,-0.002435752729310736
10101,2026-01-02,0.05993,0.9630342595993151,0.229499893,AAPL260123C00260000,12,12,2026-01-23,0.770705923534658,259.9904484080263,-0.037666291908911416,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.15555989529963338,3.59331563322928,-0.4217918071892769,2.248630980958144,0.24588391738405518,-0.016384024384055174
10101,2026-01-02,0.05993,0.981554149206994,0.209114354,AAPL260123C00265000,8,8,2026-01-23,0.668620833167133,264.9902647235652,-0.018618096938217157,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.17594543429963339,3.59331563322928,-0.4217918071892769,2.248630980958144,0.23331065846052906,-0.02419630446052906
10101,2026-01-02,0.05993,1.00007403881467,0.199654,AAPL260123C00270000,5,5,2026-01-23,0.528687306101127,269.9900810391033,7.403607393229307e-05,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1854057882996334,3.59331563322928,-0.4217918071892769,2.248630980958144,0.22237001211079038,-0.022716012110790385
10101,2026-01-02,0.05993,1.01859392842235,0.189705369,AAPL260123C00275000,3,3,2026-01-23,0.373780943087365,274.9898973546425,0.018423174742129657,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.19535441929963338,3.59331563322928,-0.4217918071892769,2.248630980958144,0.21358731114530105,-0.02388194214530104
10101,2026-01-02,0.05993,1.03711381803003,0.182625361,AAPL260123C00280000,1,1,2026-01-23,0.229915963313406,279.98971367018174,0.03644168024480898,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.20243442729963337,3.59331563322928,-0.4217918071892769,2.248630980958144,0.20744394829374732,-0.024818587293747307
10101,2026-01-02,0.05993,1.05563370763771,0.181648809,AAPL260123C00285000,1,1,2026-01-23,0.12686112552298,284.98952998572094,0.054141257344210665,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.2034109792996334,3.59331563322928,-0.4217918071892769,2.248630980958144,0.2041831193265214,-0.022534310326521395
10101,2026-01-02,0.05993,1.07415359724539,0.186043296,AAPL260123C00290000,0,0,2026-01-23,0.0674324610715973,289.98934630126007,0.0715330000560806,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1990164922996334,3.59331563322928,-0.4217918071892769,2.248630980958144,0.2036815620790417,-0.017638266079041703
10101,2026-01-02,0.05993,1.09267348685307,0.195320547,AAPL260123C00295000,0,0,2026-01-23,0.0375824134664006,294.9891626167993,0.08862743341538162,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.18973924129963338,3.59331563322928,-0.4217918071892769,2.248630980958144,0.2055100408595244,-0.01018949385952439
10101,2026-01-02,0.05993,1.11119337646075,0.204109521,AAPL260123C00300000,0,0,2026-01-23,0.0208206694096638,299.9889789323385,0.10543455173176354,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1809502672996334,3.59331563322928,-0.4217918071892769,2.248630980958144,0.2061193431963711,-0.0020098221963711083
10101,2026-01-02,0.05993,1.12971326606843,0.218757812,AAPL260123C00305000,0,0,2026-01-23,0.0136967980200328,304.9887952478777,0.12196385368297477,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1663019762996334,3.59331563322928,-0.4217918071892769,2.248630980958144,0.20526252454440508,0.013495287455594918
10101,2026-01-02,0.05993,1.14823315567611,0.231452998,AAPL260123C00310000,0,0,2026-01-23,0.00892237595544393,309.98861156341695,0.13822437455475592,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1536067902996334,3.59331563322928,-0.4217918071892769,2.248630980958144,0.20442197409033663,0.02703102390966336
10101,2026-01-02,0.05993,1.16675304528379,0.246101289,AAPL260123C00315000,0,0,2026-01-23,0.00638851780147082,314.9884278789561,0.15422471590119768,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1389584992996334,3.59331563322928,-0.4217918071892769,2.248630980958144,0.2035971340172261,0.042504154982773906
10101,2026-01-02,0.05993,1.18527293489147,0.257819922,AAPL260123C00320000,0,0,2026-01-23,0.0043521036740104,319.9882441944953,0.16997307286933744,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1272398662996334,3.59331563322928,-0.4217918071892769,2.248630980958144,0.20278747399946087,0.05503244800053911
10101,2026-01-02,0.07911,0.907474590776278,0.396368341,AAPL260130C00245000,28,26,2026-01-30,0.830213430192085,244.99099946140947,-0.09708971237971181,1.9266520251544468,0.14827104056535848,0.01,-0.99,0.011308552700366625,4.158553560901143,-0.7394627608691586,2.581936613321882,0.3537936007840166,0.0425747402159834
10101,2026-01-02,0.07911,0.925994480383957,0.357306232,AAPL260130C00250000,23,21,2026-01-30,0.801446688045258,249.9908157769484,-0.07688700506219248,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.027753556299633386,4.158553560901143,-0.7394627608691586,2.581936613321882,0.3333313874032331,0.02397484459676691
10101,2026-01-02,0.07911,0.944514369991636,0.328986202,AAPL260130C00255000,19,18,2026-01-30,0.757216958845057,254.99063209248732,-0.057084377766013,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.05607358629963338,4.158553560901143,-0.7394627608691586,2.581936613321882,0.31301757371836136,0.01596862828163864
10101,2026-01-02,0.07911,0.9630342595993151,0.271064418,AAPL260130C00260000,14,14,2026-01-30,0.716904333951151,259.9904484080263,-0.037666291908911416,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.11399537029963341,4.158553560901143,-0.7394627608691586,2.581936613321882,0.2929038748647323,-0.02183945686473232
10101,2026-01-02,0.07911,0.981554149206994,0.25873544,AAPL260130C00265000,10,10,2026-01-30,0.631454193684538,264.9902647235652,-0.018618096938217157,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1263243482996334,4.158553560901143,-0.7394627608691586,2.581936613321882,0.2731008493258584,-0.014365409325858391
10101,2026-01-02,0.07911,1.00007403881467,0.246406462,AAPL260130C00270000,7,7,2026-01-30,0.531580325729291,269.9900810391033,7.403607393229307e-05,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1386533262996334,4.158553560901143,-0.7394627608691586,2.581936613321882,0.2538237544122317,-0.007417292412231713
10101,2026-01-02,0.07911,1.01859392842235,0.240058869,AAPL260130C00275000,5,5,2026-01-30,0.423781307830053,274.9898973546425,0.018423174742129657,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.14500091929963338,4.158553560901143,-0.7394627608691586,2.581936613321882,0.2354684908034807,0.004590378196519307
10101,2026-01-02,0.07911,1.03711381803003,0.234382656,AAPL260130C00280000,3,3,2026-01-30,0.31852582298211,279.98971367018174,0.03644168024480898,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1506771322996334,4.158553560901143,-0.7394627608691586,2.581936613321882,0.2187125483506707,0.0156701076493293
10101,2026-01-02,0.07911,1.05563370763771,0.230354376,AAPL260130C00285000,2,2,2026-01-30,0.225304290977341,284.98952998572094,0.054141257344210665,1.9266520251544468,0.14827104056535848,0.01,-0.99,-0.1547054122996334,4.158553560901143,-0.7394627608691586,2.581936613321882,0.2045629044376551,0.025791471562344903
