,asset_id,asof,contract_symbol,expiry,strike,S0,T,r,sigma,delta,bid,ask,openInterest,volume,d_delta,spread,mid,spread_rel,gamma,vega,theta,rho,BS_price,MC_price,CRR_price
287,10101,2025-12-02,AAPL260102C00310000,2026-01-02,310.0,286.230011,0.08733,0.04,0.196785376,0.09979920010035992,0.66,0.68,320.0,313.0,0.00020079989964008615,0.020000000000000018,0.67,0.02985074626861219,0.010528135273372836,14.823067014957097,-17.812744963093863,2.4276402405305433,0.7675751293298063,0.0,0.7676052715928176
285,10101,2025-12-02,AAPL260102C00300000,2026-01-02,300.0,286.230011,0.08733,0.04,0.200569518,0.2406630527042916,2.07,2.12,3252.0,1556.0,0.009336947295708387,0.050000000000000266,2.0949999999999998,0.02386634844867609,0.018351692143847412,26.33509204850524,-32.90361127065414,5.811600323476553,2.3379608823774447,0.0,2.3389493042680916
307,10101,2025-12-02,AAPL260109C00290000,2026-01-09,290.0,286.230011,0.10651,0.04,0.22248092,0.46603563557353234,6.5,6.6,158.0,508.0,0.033964364426467664,0.09999999999999964,6.55,0.0152671755725167,0.019126229202894605,37.131530190724966,-43.83166257818014,13.449547057045827,7.118878273267711,0.0,7.11888466861735
239,10101,2025-12-02,AAPL251226C00275000,2025-12-26,275.0,286.230011,0.06815,0.04,0.253913711,0.7511414689679283,14.25,14.35,2272.0,521.0,0.0011414689679283274,0.09999999999999964,14.3,0.006993006993006479,0.016708233901629857,23.687154563508162,-52.131353216596715,13.637626564639868,14.887563927368603,0.0,14.888883824855776
234,10101,2025-12-02,AAPL251226C00250000,2025-12-26,250.0,286.230011,0.06815,0.04,0.43408769,0.8988402543889629,36.8,37.95,203.0,2.0,0.0011597456110371551,1.1500000000000057,37.375,0.030769230769230098,0.0054562900534452455,13.224251922257668,-50.865784336671695,14.906517952218268,38.54433500820775,0.0,38.54345280308625
287,10101,2025-12-02,AAPL260102C00310000,2026-01-02,310.0,286.230011,0.08733,0.04,0.196785376,0.09979920010035992,0.66,0.68,320.0,313.0,0.00020079989964008615,0.020000000000000018,0.67,0.02985074626861219,0.010528135273372836,14.823067014957097,-17.812744963093863,2.4276402405305433,0.7675751293298063,0.0,0.7676052715928176
285,10101,2025-12-02,AAPL260102C00300000,2026-01-02,300.0,286.230011,0.08733,0.04,0.200569518,0.2406630527042916,2.07,2.12,3252.0,1556.0,0.009336947295708387,0.050000000000000266,2.0949999999999998,0.02386634844867609,0.018351692143847412,26.33509204850524,-32.90361127065414,5.811600323476553,2.3379608823774447,0.0,2.3389493042680916
372,10101,2025-12-02,AAPL260116C00290000,2026-01-16,290.0,286.230011,0.12568,0.04,0.230964722,0.47708663915714494,7.55,7.65,66283.0,6437.0,0.022913360842855057,0.10000000000000053,7.6,0.013157894736840444,0.01699412927706812,40.414859580560304,-42.266944979329956,16.122656028890365,8.272541146520382,0.0,8.274816924139103
368,10101,2025-12-02,AAPL260116C00270000,2026-01-16,270.0,286.230011,0.12568,0.04,0.277717184,0.7559014754874196,20.75,20.9,88298.0,4285.0,0.005901475487419594,0.14999999999999858,20.825,0.0072028811524605715,0.011133134104379987,31.83586833438283,-42.95400052926367,24.444373362701803,21.865631897969905,0.0,21.867328348908753
361,10101,2025-12-02,AAPL260116C00235000,2026-01-16,235.0,286.230011,0.12568,0.04,0.473882214,0.9010901527302817,53.1,53.8,25753.0,139.0,0.0010901527302816794,0.6999999999999957,53.45,0.01309635173058901,0.003620454676242806,17.66566662223142,-41.42852762601151,25.525368666816565,54.821984936782854,0.0,54.82310975442477
