asset_id,asof,tenor,moneyness,iv,contract_symbol,log_returns,hist_vol_10d,target_realized_vol_10d,close,strike,log_moneyness,H_kappa,H_theta,H_volvol,H_rho,H_diff_term,S_alpha,S_rho,S_nu,S_theoretical_iv,SABR_Edge
10101,2025-11-03,0.01336,0.860585165734297,0.831056377,AAPL251107C00230000,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,229.98707841458665,-0.15014269584646708,1.5662979022916823,0.15,0.6798036377933304,-0.1,0.4437580423792583,7.613019996294425,-0.6702078489600274,3.568805165828096,0.6555457684846954,0.17551060851530464
10101,2025-11-03,0.01336,0.935418658406845,0.49731948,AAPL251107C00250000,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,249.98595479846387,-0.06676108690741553,1.5662979022916823,0.15,0.6798036377933304,-0.1,0.11002114537925828,7.613019996294425,-0.6702078489600274,3.568805165828096,0.5585355144858615,-0.06121603448586149
10101,2025-11-03,0.01336,1.01025215107939,0.239509558,AAPL251107C00270000,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,269.98483118234026,0.010199954228710239,1.5662979022916823,0.15,0.6798036377933304,-0.1,-0.1477887766207417,7.613019996294425,-0.6702078489600274,3.568805165828096,0.45374819464061994,-0.21423863664061993
10101,2025-11-03,0.01336,1.08508564375194,0.316413086,AAPL251107C00290000,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,289.983707566218,0.08165891821085759,1.5662979022916823,0.15,0.6798036377933304,-0.1,-0.07088524862074169,7.613019996294425,-0.6702078489600274,3.568805165828096,0.38017771785847393,-0.06376463185847392
10101,2025-11-03,0.01336,1.15991913642449,0.476567734,AAPL251107C00310000,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,309.9825839500958,0.1483502927095319,1.5662979022916823,0.15,0.6798036377933304,-0.1,0.08926939937925832,7.613019996294425,-0.6702078489600274,3.568805165828096,0.36224629780206086,0.11432143619793916
10101,2025-11-03,0.03253,0.888647725486503,0.542485044,AAPL251114C00237500,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,237.48665705854071,-0.11805438129496586,1.5662979022916823,0.15,0.6798036377933304,-0.1,0.15518670937925827,5.482366303561192,-0.49381228890184076,2.890096417024661,0.4534334345775388,0.08905160942246115
10101,2025-11-03,0.03253,0.9634812181590499,0.282722017,AAPL251114C00257500,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,257.48553344241765,-0.03720228466587166,1.5662979022916823,0.15,0.6798036377933304,-0.1,-0.10457631762074171,5.482366303561192,-0.49381228890184076,2.890096417024661,0.372500590471485,-0.08977857347148499
10101,2025-11-03,0.03253,1.0383147108316,0.229499893,AAPL251114C00277500,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,277.4844098262954,0.03759892841682918,1.5662979022916823,0.15,0.6798036377933304,-0.1,-0.1577984416207417,5.482366303561192,-0.49381228890184076,2.890096417024661,0.3138828402145285,-0.08438294721452849
10101,2025-11-03,0.03253,1.11314820350415,0.280280635,AAPL251114C00297500,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,297.48328621017316,0.10719222021602647,1.5662979022916823,0.15,0.6798036377933304,-0.1,-0.1070176996207417,5.482366303561192,-0.49381228890184076,2.890096417024661,0.3006888260701833,-0.020408191070183324
10101,2025-11-03,0.03253,1.18798169617669,0.378912461,AAPL251114C00317500,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,317.48216259404825,0.17225581356308173,1.5662979022916823,0.15,0.6798036377933304,-0.1,-0.008385873620741724,5.482366303561192,-0.49381228890184076,2.890096417024661,0.2970453905558322,0.0818670704441678
10101,2025-11-03,0.05171,0.879293538902434,0.444829771,AAPL251121C00235000,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,234.98679751055593,-0.12863649062550336,1.5662979022916823,0.15,0.6798036377933304,-0.1,0.05753143637925828,4.856565559442645,-0.38000530752087525,2.343635529566719,0.39307618811858114,0.05175358288141885
10101,2025-11-03,0.05171,0.9634812181590499,0.266486827,AAPL251121C00257500,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,257.48553344241765,-0.03720228466587166,1.5662979022916823,0.15,0.6798036377933304,-0.1,-0.12081150762074172,4.856565559442645,-0.38000530752087525,2.343635529566719,0.3246337099078508,-0.058146882907850805
10101,2025-11-03,0.05171,1.04766889741567,0.229133685,AAPL251121C00280000,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,279.9842693742805,0.046567598399591105,1.5662979022916823,0.15,0.6798036377933304,-0.1,-0.1581646496207417,4.856565559442645,-0.38000530752087525,2.343635529566719,0.283795882304487,-0.05466219730448699
10101,2025-11-03,0.05171,1.13185657667228,0.265632344,AAPL251121C00302500,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,302.48300530614057,0.12385927270123193,1.5662979022916823,0.15,0.6798036377933304,-0.1,-0.12166599062074168,4.856565559442645,-0.38000530752087525,2.343635529566719,0.2847804916197056,-0.01914814761970557
10101,2025-11-03,0.05171,1.2160442559289,0.337897246,AAPL251121C00325000,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,324.9817412380034,0.19560317756007672,1.5662979022916823,0.15,0.6798036377933304,-0.1,-0.04940108862074172,4.856565559442645,-0.38000530752087525,2.343635529566719,0.2796591159255761,0.05823813007442391
10101,2025-11-03,0.07089,0.841876792566161,0.531010549,AAPL251128C00225000,-0.015354248325016867,0.20574214850051803,0.1892901028992368,267.244995117188,224.9873593186176,-0.17212160256524126,1.5662979022916823,0.15,0.6798036377933304,-0.1,0.1437122143792583,5.171174359456309,-0.6184092040208792,1.8842913182890229,0.442106388386079,0.08890416061392098
